"Timestamp","Bid_Open","Bid_High","Bid_Low","Bid_Close","Bid_Volume","Ask_Open","Ask_High","Ask_Low","Ask_Close","Ask_Volume","Class"
NA,8.90383,8.90439,8.89495,8.89647,2003,8.90549,8.90968,8.90142,8.90325,1766.1801,"True"
NA,8.89652,8.90687,8.89483,8.90007,832.33,8.90302,8.91453,8.90128,8.90487,782.77,"True"
NA,8.89988,8.90804,8.89877,8.90712,887.1,8.90487,8.91422,8.90458,8.91403,900.04,"True"
NA,8.90712,8.90968,8.90687,8.90895,699.3,8.91403,8.91603,8.91301,8.91492,699.6,"False"
NA,8.90895,8.90968,8.89228,8.89535,733.2,8.91493,8.91518,8.89736,8.89882,768,"True"
NA,8.89535,8.89753,8.88596,8.89412,1178.1,8.89853,8.90463,8.89032,8.90149,998.57,"False"
NA,8.89412,8.89877,8.88888,8.89013,1387.89,8.90148,8.90213,8.89324,8.89437,1271.35,"True"
NA,8.89021,8.90553,8.89021,8.90242,1951.21,8.89445,8.90816,8.89372,8.90453,1796.4,"False"
NA,8.90209,8.90438,8.89238,8.89744,3667.8501,8.90453,8.90568,8.89335,8.8987,3687.48,"False"
NA,8.89752,8.90046,8.88307,8.88509,2708.04,8.89878,8.90162,8.88534,8.88702,2631.5701,"True"
NA,8.88494,8.88664,8.87723,8.8852,2997.9199,8.88703,8.88827,8.87893,8.88683,2750.01,"False"
NA,8.8852,8.89296,8.88018,8.88489,2669.3999,8.88722,8.89452,8.88215,8.88683,2686.1699,"True"
NA,8.88506,8.904,8.88368,8.89917,2932.1699,8.88693,8.90582,8.88477,8.90129,2775.0801,"False"
NA,8.89917,8.90233,8.89145,8.89533,2740.3799,8.90112,8.90413,8.89303,8.89747,2472.5801,"True"
NA,8.89524,8.90104,8.88502,8.89677,3381.6201,8.8974,8.90242,8.8865,8.8989,3237.29,"False"
NA,8.89657,8.90427,8.87258,8.87601,3581.1399,8.89873,8.90604,8.87414,8.87754,3680.3,"False"
NA,8.8763,8.88369,8.85635,8.86014,3318.03,8.87754,8.88547,8.85849,8.8623,3410.03,"False"
NA,8.86001,8.86207,8.84598,8.84738,1825.53,8.86257,8.86492,8.84908,8.85072,1928.26,"False"
NA,8.84824,8.84961,8.82357,8.84078,2027.26,8.85121,8.85225,8.83568,8.84412,1997.28,"True"
NA,8.84108,8.84731,8.83705,8.84358,1522.3199,8.84419,8.85042,8.84007,8.8463,1507.6801,"False"
NA,8.84357,8.84477,8.83937,8.84208,1172.6801,8.84632,8.84749,8.84271,8.84582,1271.62,"True"
NA,8.84228,8.84897,8.83293,8.84747,722.03,8.84583,8.85373,8.83891,8.85223,786.27,"False"
NA,8.84728,8.84729,8.83547,8.84199,757.52,8.85202,8.85615,8.84287,8.85473,752.84,"True"
NA,8.843,8.84752,8.83458,8.84507,698.08,8.85453,8.85517,8.8431,8.8506,680.04,"True"
NA,8.84487,8.85016,8.84467,8.84828,783.28,8.8506,8.85493,8.8506,8.85454,677.93,"False"
NA,8.84828,8.85038,8.84576,8.84778,945.79,8.85454,8.85526,8.85131,8.85477,765.87,"False"
NA,8.84778,8.85023,8.8446,8.84647,705.54,8.85453,8.85478,8.85103,8.85331,611.65,"False"
NA,8.84647,8.84976,8.82928,8.83177,878.78,8.8533,8.85453,8.83342,8.83896,834.55,"False"
NA,8.83177,8.83293,8.82323,8.82588,883.46,8.83883,8.83883,8.82687,8.83359,882.27,"False"
NA,8.82588,8.82868,8.81899,8.82427,799.16,8.83359,8.83387,8.82556,8.8323,803.15,"True"
NA,8.82427,8.83915,8.81987,8.83888,1361.9301,8.8323,8.84191,8.82461,8.84164,1026.3199,"True"
NA,8.83946,8.84741,8.83189,8.84698,2648.4399,8.84189,8.84968,8.83413,8.84877,2508.24,"True"
NA,8.8466,8.85827,8.83228,8.85449,5428.9502,8.84854,8.85938,8.83352,8.85575,5193.4902,"False"
NA,8.85432,8.85868,8.84971,8.85304,4770.1602,8.85555,8.86063,8.85097,8.85522,4767.8501,"True"
NA,8.85299,8.86577,8.85067,8.86028,2557,8.85503,8.86753,8.85273,8.86172,2185.6201,"False"
NA,8.86048,8.86048,8.85188,8.85457,1907.48,8.86173,8.86203,8.85332,8.85563,1962.89,"False"
NA,8.85463,8.85786,8.84522,8.85168,1624.7,8.85572,8.85962,8.84652,8.8531,1509.23,"False"
NA,8.85123,8.85197,8.84068,8.84797,2449.78,8.8531,8.85334,8.84232,8.84943,2581.26,"True"
NA,8.84787,8.85367,8.84296,8.84939,1643.42,8.84917,8.85636,8.84463,8.85203,1690.9301,"True"
NA,8.84934,8.85527,8.83688,8.85087,2511.29,8.85192,8.85673,8.83902,8.85269,2281.51,"True"
NA,8.85076,8.86116,8.84558,8.86078,2469.3799,8.85302,8.86386,8.84812,8.86319,2265.55,"False"
NA,8.86078,8.86188,8.85282,8.85986,1396.88,8.86319,8.86603,8.85603,8.86334,1341.64,"True"
NA,8.85984,8.86465,8.85717,8.86228,1662.53,8.86334,8.86802,8.86207,8.86595,1830.46,"False"
NA,8.86228,8.863,8.85615,8.85821,2022.52,8.86595,8.86638,8.86037,8.86255,1726.01,"True"
NA,8.85834,8.86474,8.85548,8.86355,3279.5701,8.86268,8.86773,8.86242,8.86693,2820.77,"True"
NA,8.86317,8.86673,8.85962,8.86547,725.41,8.86693,8.87273,8.86672,8.86983,728.04,"False"
NA,8.86527,8.86548,8.84676,8.85117,594.71,8.86963,8.87302,8.85095,8.86193,617.6,"True"
NA,8.85127,8.85369,8.85117,8.85228,507.78,8.86223,8.86223,8.85657,8.85993,532.6,"True"
NA,8.85228,8.85457,8.85145,8.85247,720.15,8.86013,8.86109,8.85715,8.85958,726.85,"False"
NA,8.85248,8.85367,8.84753,8.85248,1344.24,8.85959,8.86023,8.85523,8.85823,1333.17,"False"
NA,8.85349,8.85641,8.84899,8.85222,1161.72,8.85808,8.86151,8.8567,8.85758,1154.2,"False"
NA,8.85222,8.85378,8.84772,8.84838,741.22,8.85753,8.85793,8.8526,8.85661,739.69,"True"
NA,8.84838,8.85408,8.8464,8.85198,689.96,8.85661,8.86046,8.84986,8.85993,696.22,"True"
NA,8.85198,8.85928,8.85082,8.85406,929.56,8.85993,8.86377,8.85953,8.8611,985.95,"True"
NA,8.85406,8.85941,8.85238,8.85516,694.77,8.8611,8.86293,8.85458,8.85964,667.55,"False"
NA,8.85504,8.85753,8.85065,8.85314,1560.13,8.85953,8.86023,8.85281,8.85567,1505.4301,"False"
NA,8.85314,8.85608,8.84308,8.84496,2117.8899,8.85551,8.85814,8.84473,8.8475,2295.3899,"False"
NA,8.84497,8.84497,8.83089,8.83723,1875.84,8.8475,8.84774,8.83706,8.83952,1804.23,"True"
NA,8.83723,8.84359,8.83429,8.83771,1797.86,8.83972,8.84582,8.8363,8.84047,1679.37,"True"
NA,8.83801,8.84698,8.83757,8.84217,2109.73,8.84075,8.84883,8.83981,8.84363,2058.8701,"False"
NA,8.84227,8.84737,8.83628,8.83652,1225.1899,8.84402,8.8494,8.83836,8.83847,1228.36,"False"
NA,8.83666,8.84078,8.83198,8.83538,2548.3501,8.83852,8.84272,8.83372,8.83724,2596.74,"False"
NA,8.83538,8.84418,8.82948,8.83217,3220,8.83743,8.84628,8.83112,8.83463,3273.05,"False"
NA,8.83216,8.83378,8.8114,8.82212,3220.55,8.83455,8.83542,8.81342,8.82461,3247.1799,"False"
NA,8.82241,8.82588,8.81016,8.82075,2728.72,8.82461,8.82826,8.81373,8.82351,2830.0701,"False"
NA,8.82051,8.82058,8.80224,8.81289,1470.75,8.82363,8.82363,8.8094,8.81614,1502.95,"True"
NA,8.81289,8.81966,8.8125,8.81627,1148.16,8.81611,8.82267,8.81611,8.81938,1127.1,"True"
NA,8.81627,8.82679,8.81211,8.82616,1326.1801,8.8194,8.8303,8.81699,8.82966,1415.24,"False"
NA,8.82646,8.82731,8.81548,8.81692,2537.22,8.82992,8.83103,8.82154,8.82283,2153.73,"True"
NA,8.81547,8.83376,8.8153,8.82297,705.7,8.82283,8.83923,8.82005,8.83923,879.4,"False"
NA,8.81487,8.82638,8.81487,8.82174,383.58,8.83073,8.83632,8.82606,8.83006,380.68,"True"
NA,8.82408,8.82757,8.82183,8.82384,4276.9102,8.83412,8.83413,8.82692,8.8315,4022.79,"False"
NA,8.82317,8.82548,8.82135,8.82383,811.93,8.83123,8.83239,8.8259,8.82953,837.77,"True"
NA,8.82398,8.82564,8.82367,8.82484,1964.89,8.82933,8.83229,8.82912,8.8319,2256.4399,"False"
NA,8.82484,8.82582,8.82392,8.82407,2404.95,8.8319,8.83253,8.82964,8.83083,2943.48,"True"
NA,8.82418,8.82449,8.82392,8.82417,680.38,8.83102,8.83194,8.83042,8.83073,733.69,"False"
NA,8.82392,8.82436,8.81529,8.82182,1713.59,8.83147,8.83183,8.81893,8.82883,1825.42,"True"
NA,8.82132,8.82591,8.81877,8.82537,1595.12,8.82836,8.83103,8.82493,8.83068,1605.86,"False"
NA,8.82537,8.82538,8.81328,8.81499,1159.5601,8.83063,8.83063,8.81676,8.81775,1076.11,"True"
NA,8.81485,8.82473,8.81464,8.82297,2895.45,8.81761,8.82686,8.8174,8.82409,2730.3401,"True"
NA,8.82255,8.83795,8.81992,8.837,2863.1499,8.82373,8.84014,8.82145,8.83899,2560.49,"True"
NA,8.837,8.84374,8.83302,8.84024,3172.23,8.83899,8.84542,8.83429,8.84178,3172.0601,"True"
NA,8.84058,8.85073,8.84057,8.84368,3432.55,8.84183,8.85199,8.84167,8.84447,3459.8999,"False"
NA,8.84368,8.84428,8.83906,8.84303,2301.8,8.84426,8.84529,8.83993,8.8441,2345.74,"False"
NA,8.84308,8.84324,8.83468,8.83549,3087.51,8.84408,8.84438,8.83585,8.83705,3252.7,"False"
NA,8.83565,8.83657,8.82177,8.82557,3340.71,8.83705,8.83789,8.82322,8.82673,3192.71,"True"
NA,8.82561,8.83774,8.82419,8.83238,3057.1599,8.82693,8.83929,8.82573,8.83392,3035.6001,"False"
NA,8.83245,8.84014,8.81198,8.81838,4366.3301,8.83401,8.84123,8.81325,8.81967,4691.6499,"False"
NA,8.81847,8.82672,8.80737,8.81804,4229.5298,8.81967,8.82827,8.80891,8.8196,4180.3599,"False"
NA,8.81755,8.82107,8.81034,8.81344,2023.22,8.82003,8.82341,8.8126,8.81578,1998.3199,"False"
NA,8.81168,8.81784,8.8032,8.80508,1489.99,8.81444,8.8204,8.80554,8.80761,1344.29,"False"
NA,8.80508,8.80861,8.80034,8.80308,1182.91,8.80761,8.81073,8.8029,8.80544,1190.84,"True"
NA,8.80308,8.80827,8.80097,8.80722,1835.4399,8.80544,8.81063,8.80331,8.81023,2000.83,"False"
NA,8.80722,8.80916,8.80047,8.80198,1152.16,8.81034,8.8131,8.80253,8.80812,1245.27,"False"
NA,8.80238,8.80483,8.79677,8.80033,694.46,8.80852,8.81063,8.80251,8.80964,657.15,"True"
NA,8.80028,8.80532,8.79883,8.80396,1464.51,8.80964,8.81022,8.80402,8.80931,1352.42,"False"
NA,8.80396,8.80832,8.79915,8.80177,2376.21,8.80951,8.8116,8.80402,8.80864,2089.0801,"False"
NA,8.80178,8.80551,8.80067,8.80142,6312.5601,8.80843,8.81063,8.80683,8.80777,6522.9302,"True"
NA,8.80142,8.80357,8.80097,8.80269,5404.9502,8.8084,8.81032,8.80665,8.80975,4576.8501,"False"
NA,8.80269,8.80291,8.79982,8.80097,2993.55,8.80975,8.81032,8.80492,8.80768,2860.1201,"False"
NA,8.80097,8.8063,8.79957,8.80073,3832.6799,8.80817,8.81136,8.80342,8.80626,3592.5901,"False"
NA,8.80116,8.80611,8.79265,8.79498,5707.4399,8.80636,8.81053,8.79672,8.80177,5277.3599,"True"
NA,8.79568,8.80422,8.79288,8.8021,2841.48,8.80215,8.80632,8.79792,8.80486,2546.54,"True"
NA,8.8021,8.81649,8.8021,8.81047,1512.3,8.80482,8.81928,8.80368,8.81243,1405.87,"True"
NA,8.81047,8.82407,8.79658,8.81618,2927.24,8.81243,8.82553,8.79827,8.81862,2932.7,"True"
NA,8.81618,8.82688,8.81618,8.82589,2455.1201,8.81872,8.82921,8.81827,8.82715,2368.5601,"True"
NA,8.82581,8.82987,8.8213,8.82761,3432.97,8.82707,8.83088,8.82273,8.82882,3275.9299,"False"
NA,8.82761,8.82795,8.81578,8.8183,2447.76,8.82882,8.82916,8.81722,8.81942,2424.6699,"False"
NA,8.8183,8.8212,8.8094,8.8141,2503.1299,8.81922,8.82273,8.8102,8.81536,2557.45,"False"
NA,8.81402,8.81594,8.81041,8.81288,2371.6899,8.81526,8.81735,8.81143,8.8141,2230.6201,"False"
NA,8.81289,8.82117,8.80657,8.81283,4150.71,8.8141,8.82213,8.80783,8.81409,4074.4299,"False"
NA,8.81295,8.81336,8.78333,8.79578,5602.4102,8.81419,8.81451,8.78432,8.79672,5464.79,"False"
NA,8.79571,8.79687,8.78427,8.79072,3357.75,8.79695,8.79828,8.78522,8.79198,3397.1299,"True"
NA,8.79048,8.79699,8.78486,8.79542,2145.8301,8.79222,8.79885,8.7867,8.79841,2161.5801,"True"
NA,8.79542,8.80104,8.79514,8.79593,1400.3101,8.79841,8.80306,8.79686,8.79779,1466.45,"True"
NA,8.79593,8.81046,8.79593,8.80862,1277.04,8.79779,8.81143,8.79779,8.81142,1180.77,"False"
NA,8.80943,8.81096,8.80447,8.80837,1393.47,8.81142,8.81363,8.80672,8.80955,1459.09,"True"
NA,8.80837,8.81357,8.8046,8.81028,1258.26,8.81152,8.81608,8.81056,8.81472,1056.83,"False"
NA,8.81008,8.81087,8.80209,8.80647,394.54,8.81452,8.81932,8.8105,8.81382,380.4,"True"
NA,8.80647,8.8087,8.80567,8.80677,523.46,8.81382,8.81613,8.81077,8.81442,523.36,"False"
NA,8.80692,8.81148,8.80307,8.80617,899.76,8.81443,8.81471,8.80673,8.81415,884.45,"True"
NA,8.80617,8.80998,8.80547,8.80708,1213.25,8.81415,8.81492,8.80902,8.81431,1192.84,"False"
NA,8.80708,8.80955,8.80587,8.80677,590.37,8.81431,8.81502,8.80952,8.81343,593.14,"False"
NA,8.80677,8.80858,8.80677,8.80688,375.75,8.81343,8.81353,8.81063,8.81212,361.85,"False"
NA,8.80688,8.80708,8.80283,8.80615,564,8.81193,8.81335,8.80799,8.81122,581.67,"True"
NA,8.80678,8.81197,8.80577,8.80801,814.24,8.81042,8.81573,8.80923,8.81128,833.75,"True"
NA,8.80813,8.81733,8.80321,8.81469,961.36,8.81128,8.81799,8.80621,8.81595,961.27,"False"
NA,8.81483,8.81535,8.80997,8.81008,2001.4399,8.81609,8.81793,8.81121,8.81202,2021.1801,"True"
NA,8.80973,8.81378,8.80685,8.81378,3160.28,8.81217,8.81504,8.80811,8.81504,3134.8101,"False"
NA,8.81387,8.81772,8.80666,8.80926,2829.03,8.81511,8.81893,8.80813,8.81047,2930.23,"False"
NA,8.80917,8.80993,8.79802,8.80169,2267.52,8.81043,8.81103,8.79948,8.80262,2187.1699,"True"
NA,8.80169,8.81302,8.8011,8.80851,4289.1401,8.80262,8.81428,8.80222,8.80975,4117.0298,"True"
NA,8.80862,8.81424,8.80534,8.8092,3124.73,8.80986,8.81548,8.80658,8.8101,3180.99,"True"
NA,8.8092,8.81828,8.80749,8.81168,2730,8.81018,8.81954,8.8086,8.81272,2770.3601,"False"
NA,8.81159,8.81576,8.80178,8.8095,3659.8101,8.81273,8.81723,8.80312,8.81074,3455.49,"False"
NA,8.80956,8.81029,8.78793,8.79584,4613.48,8.81082,8.81155,8.79348,8.79702,4524.6899,"True"
NA,8.79537,8.80996,8.79444,8.80581,3731.51,8.79661,8.81237,8.79568,8.80782,3612.4399,"True"
NA,8.80573,8.82637,8.80557,8.82606,1945.12,8.80774,8.82862,8.80774,8.82822,1781.83,"True"
NA,8.82608,8.83479,8.82509,8.83144,1405.02,8.82823,8.83665,8.82709,8.83328,1334.6899,"True"
NA,8.83118,8.83199,8.82701,8.83127,774.95,8.83304,8.83501,8.82866,8.83473,854.55,"False"
NA,8.83144,8.83363,8.82226,8.82254,712.43,8.83493,8.83553,8.82412,8.82438,742.89,"False"
NA,8.82229,8.82236,8.80937,8.81328,954.54,8.82463,8.82802,8.81573,8.82182,897.14,"True"
NA,8.81637,8.81814,8.81167,8.81378,327.25,8.81733,8.82272,8.81667,8.82132,324.22,"False"
NA,8.81378,8.81772,8.80974,8.81348,531.39,8.82132,8.82253,8.81516,8.82062,505.71,"True"
NA,8.81348,8.81702,8.81223,8.81477,539.46,8.82043,8.82242,8.81782,8.82003,526.42,"True"
NA,8.81497,8.82768,8.81348,8.82553,656.51,8.82023,8.83182,8.81839,8.82978,676.02,"False"
NA,8.82553,8.8266,8.82057,8.82213,401.27,8.82978,8.83062,8.82501,8.82948,398.8,"False"
NA,8.82212,8.82377,8.8205,8.82144,431.25,8.82947,8.83003,8.82423,8.8245,467.19,"True"
NA,8.82075,8.82208,8.82049,8.82076,570.75,8.82662,8.82733,8.82418,8.82692,512.86,"False"
NA,8.82051,8.82207,8.81108,8.81138,786.38,8.82692,8.82693,8.815,8.81722,948.06,"True"
NA,8.81257,8.82212,8.80967,8.82212,935.13,8.81623,8.82481,8.81333,8.82481,928.06,"True"
NA,8.82232,8.82557,8.81022,8.82392,1663.04,8.82461,8.82694,8.81247,8.82518,1585.75,"True"
NA,8.82385,8.83129,8.8229,8.82743,3767.1599,8.82493,8.83273,8.82408,8.82869,3789.26,"True"
NA,8.82718,8.84347,8.82294,8.83862,4398.5801,8.82809,8.84453,8.82418,8.83988,4388.75,"True"
NA,8.83862,8.8445,8.83698,8.84054,3833.99,8.83988,8.84572,8.83777,8.8418,3779.4099,"True"
NA,8.84063,8.85143,8.84035,8.84582,3369.1499,8.84187,8.85269,8.84159,8.84708,3273.9099,"True"
NA,8.84594,8.85147,8.83836,8.85097,2978.8101,8.84718,8.85252,8.83962,8.85218,2876.27,"True"
NA,8.85097,8.85864,8.8483,8.8543,4326.7202,8.852,8.85976,8.84996,8.85553,4226.5898,"True"
NA,8.8543,8.86347,8.8515,8.86186,5996.0801,8.85552,8.86572,8.85272,8.8631,6088.8398,"True"
NA,8.86198,8.88071,8.86064,8.86906,7240.6899,8.86322,8.88195,8.86195,8.87012,6663.23,"True"
NA,8.86876,8.87512,8.86856,8.87462,5428.7798,8.86997,8.87636,8.8698,8.8755,5316.4399,"True"
NA,8.87462,8.87983,8.87377,8.8781,3148.01,8.87587,8.88203,8.8755,8.87996,3638.46,"True"
NA,8.8783,8.89508,8.87687,8.89337,3947.9099,8.88016,8.89725,8.87906,8.89523,3539.6399,"False"
NA,8.89319,8.89597,8.8822,8.88235,1763.8199,8.89503,8.89763,8.88881,8.88955,1641.83,"False"
NA,8.88691,8.88758,8.87809,8.87918,2164.46,8.89243,8.89273,8.87923,8.88225,2259.8601,"False"
NA,8.87914,8.88322,8.87417,8.8771,2397.55,8.88225,8.88792,8.88007,8.8827,2134.97,"False"
NA,8.87973,8.88475,8.8742,8.87478,609.73,8.88095,8.88881,8.87824,8.88162,623.9,"True"
NA,8.87478,8.87653,8.87187,8.87626,559.8,8.88162,8.88222,8.87792,8.88184,492.52,"False"
NA,8.8763,8.88179,8.87247,8.87328,1571.84,8.88154,8.88485,8.87453,8.87972,1719.35,"False"
NA,8.87468,8.88234,8.86991,8.87217,1334.3101,8.87962,8.88538,8.87355,8.87661,1464.38,"True"
NA,8.87614,8.87916,8.86942,8.87637,671.56,8.88238,8.88263,8.87371,8.88043,620.83,"True"
NA,8.87624,8.88076,8.87039,8.87743,744.35,8.88015,8.88443,8.8741,8.88059,785.32,"True"
NA,8.87705,8.88055,8.8706,8.87717,673.95,8.8806,8.88684,8.87417,8.88528,824.72,"True"
NA,8.87718,8.88905,8.87718,8.88905,1158.17,8.88528,8.89383,8.88014,8.89302,1128.6899,"False"
NA,8.88905,8.89042,8.87787,8.88293,2221.1001,8.89283,8.89493,8.8836,8.88419,2113.46,"True"
NA,8.88293,8.90001,8.88274,8.89009,2767.1599,8.88419,8.90142,8.88398,8.89263,2823.05,"True"
NA,8.89005,8.89367,8.88542,8.89131,2994.1299,8.89263,8.89483,8.88712,8.89253,2997.96,"False"
NA,8.89131,8.89283,8.88382,8.88487,3731.76,8.89252,8.89409,8.88591,8.88611,3713.0801,"False"
NA,8.88495,8.88747,8.86456,8.87427,4790.4199,8.88619,8.89152,8.86553,8.87553,4824.1299,"True"
NA,8.87458,8.88228,8.87083,8.87655,2764.6799,8.87508,8.88352,8.87258,8.87781,2762.0801,"True"
NA,8.87639,8.8829,8.86838,8.88237,2834.9299,8.87763,8.88414,8.87002,8.88361,2694.6299,"True"
NA,8.88282,8.89496,8.88185,8.89146,4368.1099,8.88391,8.89629,8.88282,8.89272,4289.8599,"False"
NA,8.89155,8.90429,8.88731,8.88792,7549.3101,8.89281,8.90555,8.88967,8.88968,7462.8301,"False"
NA,8.88787,8.89344,8.8736,8.87431,6591.79,8.88968,8.89503,8.87486,8.87555,6692.3398,"True"
NA,8.87368,8.90111,8.87368,8.89607,6141.6602,8.87492,8.90257,8.87492,8.89731,6065.3701,"False"
NA,8.89555,8.90005,8.88587,8.88711,2261.27,8.89779,8.90212,8.89191,8.89358,1906.16,"False"
NA,8.89141,8.89259,8.87512,8.87828,1625,8.89478,8.89535,8.87821,8.88158,1600.24,"False"
NA,8.87828,8.87956,8.8647,8.86537,981.55,8.88158,8.88163,8.86656,8.8683,996.66,"False"
NA,8.86537,8.87119,8.86474,8.86599,731.44,8.86848,8.87433,8.86685,8.86685,991.34,"False"
NA,8.86539,8.87415,8.85814,8.86097,1441.9,8.86605,8.87561,8.86482,8.86893,1284.0699,"True"
NA,8.86254,8.86679,8.85872,8.86449,3957.8201,8.86888,8.87802,8.86666,8.87393,4026.3999,"False"
NA,8.86437,8.86528,8.86083,8.86448,936.8,8.87125,8.87383,8.86801,8.87132,1191.8199,"True"
NA,8.86449,8.87328,8.86098,8.86855,921.22,8.87133,8.87642,8.86484,8.87444,1000.48,"True"
NA,8.86855,8.87587,8.86198,8.87417,684.89,8.87465,8.88083,8.86745,8.88023,729.85,"False"
